,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,STATE,ZIP,COUNTY,CITY,STR_NAME,LATITUDE,LONGITUDE
143,Douglas Elliman - 575 Madison Ave,Condo for sale,500000,4,3,1794,"251 W 89th St #6e, New York, NY 10024, USA",New York,10024,New York County,New York,89th St,40.7905714,-73.9753392
144,Real Estate Property Group LLC,House for sale,350000,2,1,490,"750 Patterson Ave, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,Patterson Ave,40.5731273,-74.089182
145,Corcoran Park Slope,House for sale,1099000,4,2,2184,"204-34 9th Ave, Breezy Point, NY 11697, USA",New York,11697,Queens County,Breezy Point,9th Ave,40.5595612,-73.9147409
146,RE MAX Boutique Realty,Co-op for sale,90000,1,1,450,"1383 Plimpton Ave #1c, Bronx, NY 10452, USA",New York,10452,Bronx County,Bronx,Plimpton Ave,40.8423705,-73.9234444
147,Laffey Real Estate,House for sale,839000,4,2,2184,"158-35 87th St, Jamaica, NY 11414, USA",New York,11414,Queens County,Howard Beach,87th St,40.6590909,-73.8451972
148,CENTURY 21 PROFESSIONAL REALTY,House for sale,659000,8,3,2184,"148-05 111th Ave, Jamaica, NY 11435, USA",New York,11435,Queens County,Jamaica,111th Ave,40.688533,-73.796529
149,CENTURY 21 PROFESSIONAL REALTY,House for sale,659000,8,3,2184,"148-05 111th Ave, Jamaica, NY 11435, USA",New York,11435,Queens County,Jamaica,111th Ave,40.688533,-73.796529
150,Anthony Napolitano Homes,House for sale,399999,3,1,2184,"178 Beach 24th St, Far Rockaway, NY 11691, USA",New York,11691,Queens County,Far Rockaway,24th St,40.5950021,-73.7577376
151,Homefinders of SI Inc.,Condo for sale,250000,3,1,2184,"3105 Ave V #1f, Brooklyn, NY 11229, USA",New York,11229,Kings County,Brooklyn,Avenue V,40.5997081,-73.9344974
152,Built by Toll Brothers,For sale,1740000,2,2,1132,"218 W 103rd St, New York, NY 10025, USA",New York,10025,New York County,New York,103rd St,40.7986579,-73.9679035
153,Epiphany Realty Llc,House for sale,650000,4,2,2244,"115- 115 220th St, Cambria Heights, NY 11411, USA",New York,11411,Queens County,Cambria Heights,220th St,40.6968706,-73.7390395
154,Re/Max Edge,House for sale,1165000,3,4,3500,"67 Dexter Ave, Staten Island, NY 10309, USA",New York,10309,Richmond County,Staten Island,Dexter Ave,40.5397292,-74.2155251
155,"Homes R Us Realty of NY, Inc.",House for sale,729900,3,2,1150,"447 Vernon Ave, Staten Island, NY 10309, USA",New York,10309,Richmond County,Staten Island,Vernon Ave,40.5302132,-74.1981906
156,Winzone Realty Inc,House for sale,1880000,3,4,3150,"3758 Bayview Ave, Brooklyn, NY 11224, USA",New York,11224,Kings County,Brooklyn,Bayview Ave,40.5805262,-74.0061062
157,Charles H. Greenthal Property,Co-op for sale,449000,2,2,1549,"26910 Grand Central Pkwy #22l, Queens, NY 11005, USA",New York,11005,Queens County,Floral Park,Grand Pkwy,40.7577991,-73.7159564
158,Keller Williams City Views,House for sale,1175000,3,2,2250,"251 B 140 St, Rockaway Park, NY 11694, USA",New York,11694,Queens County,Rockaway Park,140 St,40.57372,-73.8577786
159,"Garfield, Leslie J. & Co., Inc.",Townhouse for sale,2750000,3,2,2184,"16 Gay St, New York, NY 10014, USA",New York,10014,New York County,New York,Gay St,40.7336687,-74.000518
160,Hauseit LLC,House for sale,995000,3,2,2184,"159-03 83rd St, Queens, NY 11414, USA",New York,11414,Queens County,Howard Beach,83rd St,40.657686,-73.8489131
161,COMPASS,Condo for sale,2000000,3,2,2000,"Liberty Court, 200 Rector Pl #27e, New York, NY 10280, USA",New York,10280,New York County,New York,Rector Pl,40.7086444,-74.0161953
162,Leven Real Estate - Head Office,Townhouse for sale,15000000,8,6,2184,"126 Pierrepont St, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Pierrepont St,40.6948972,-73.9925741
163,RE MAX Edge,House for sale,2800000,4,6,8333,"25 Copperleaf Terrace, Staten Island, NY 10304, USA",New York,10304,Richmond County,Staten Island,Copperleaf Terrace,40.5861193,-74.1075476
164,Keller Williams Rlty Landmark,House for sale,2600000,5,4,3024,"214-42 27th Ave, Flushing, NY 11360, USA",New York,11360,Queens County,Bayside,27th Ave,40.7780417,-73.7739629
165,Corcoran West Side,Townhouse for sale,3500000,6,6,6000,"51 Hamilton Terrace, New York, NY 10031, USA",New York,10031,New York County,New York,Hamilton Terrace,40.8229141,-73.9460622
166,Corcoran East Side,Co-op for sale,550000,1,1,2184,"609 Columbus Ave #10j, New York, NY 10024, USA",New York,10024,New York County,New York,Columbus Ave,40.7887084,-73.9700091
167,E House Realty & Mgt. Inc.,Pending,769000,3,4,2184,"290 Lake Ave, Staten Island, NY 10303, USA",New York,10303,Richmond County,Staten Island,Lake Ave,40.6291962,-74.1518654
168,TALK OF THE TOWN REALTY C,House for sale,675000,3,2,2400,"2519 Mill Ave, Brooklyn, NY 11234, USA",New York,11234,Kings County,Brooklyn,Mill Ave,40.610206,-73.91065
169,Gateway Arms Realty Corp.,House for sale,879000,4,2,1238,"48 Princewood Ave, Staten Island, NY 10309, USA",New York,10309,Richmond County,Staten Island,Princewood Ave,40.5273247,-74.1983282
170,KELLER WILLIAMS REALTY LANDMARK II,House for sale,918888,3,2,2184,"30-36 88th St, Flushing, NY 11369, USA",New York,11369,Queens County,East Elmhurst,88th St,40.760703,-73.880887
171,COMPASS,Townhouse for sale,2400000,4,2,1892,"396A 9th St, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,9th St,40.6674938,-73.9832146
172,Jamie & Connie Real Estate Grp,House for sale,1730000,6,2,3024,"45-12 244th St, Flushing, NY 11362, USA",New York,11362,Queens County,Little Neck,244th St,40.765022,-73.7422005
173,Sowae Corp,Multi-family home for sale,425000,5,2,2184,"755 Coster St, Bronx, NY 10474, USA",New York,10474,Bronx County,Bronx,Coster St,40.8159966,-73.8881001
174,East Coast REALTORS Inc,House for sale,2500000,5,2,1450,"33-02 Parsons Blvd, Flushing, NY 11354, USA",New York,11354,Queens County,Flushing,Parsons Blvd,40.7679673,-73.8246067
175,RE MAX Elite,House for sale,998000,4,4,2000,"336 Bethel Ave, Staten Island, NY 10307, USA",New York,10307,Richmond County,Staten Island,Bethel Ave,40.515251,-74.235145
176,Coldwell Banker Advantage,House for sale,1195000,4,4,2688,"222 Hart Blvd, Staten Island, NY 10301, USA",New York,10301,Richmond County,Staten Island,Hart Blvd,40.6296431,-74.1005274
177,RE MAX Real Estate Professionals,House for sale,1649000,3,2,2052,"1217 84th St, Brooklyn, NY 11228, USA",New York,11228,Kings County,Brooklyn,84th St,40.6164182,-74.0142443
178,"Homes R Us Realty of NY, Inc.",House for sale,955000,4,4,2100,"82 Vineland Ave, Staten Island, NY 10312, USA",New York,10312,Richmond County,Staten Island,Vineland Ave,40.551184,-74.1840649
179,LJ Realty Team Inc,Multi-family home for sale,949000,6,3,2184,"11737 141st St, Jamaica, NY 11436, USA",New York,11436,Queens County,Jamaica,141st St,40.677393,-73.800094
180,Keller Williams Rlty Landmark,House for sale,880000,3,2,1743,"190-16 33rd Ave, Flushing, NY 11358, USA",New York,11358,Queens County,Flushing,33rd Ave,40.7668312,-73.7911175
181,COMPASS,Townhouse for sale,39995000,4,2,10582,"145 Reade St, New York, NY 10013, USA",New York,10013,New York County,New York,Reade St,40.7164224,-74.0101197
182,Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,1250000,8,2,2184,"246 E 58th St, New York, NY 10022, USA",New York,10022,New York County,New York,58th St,40.7600248,-73.9653546
183,"Tom Crimmins Realty, Ltd.",Contingent,899999,3,2,1784,"61 Prescott Ave, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,Prescott Ave,40.5788586,-74.11209
184,J Milo Real Estate,Condo for sale,198000,1,1,750,"11818 Union Tpke Apt 7l, Kew Gardens, NY 11415, USA",New York,11415,Queens County,Kew Gardens,Union Tpke,40.7127599,-73.83433
185,Howard Hanna | Rand Realty,House for sale,549000,5,3,496,"2808 Wickham Ave, Bronx, NY 10469, USA",New York,10469,Bronx County,Bronx,Wickham Ave,40.8679701,-73.836565
186,RE MAX Elite,House for sale,1088888,3,4,1320,"1568 W 2nd St, Brooklyn, NY 11204, USA",New York,11204,Kings County,Brooklyn,2nd St,40.6090909,-73.9762651
187,CAROZZA NICHOLAS M,House for sale,888000,4,2,2686,"3079 Giegerich Pl, Bronx, NY 10465, USA",New York,10465,Bronx County,Bronx,Giegerich Pl,40.8130775,-73.8063357
188,All American Realty Management,For sale,65000,3,1,230,"45 Madison St #1, New York, NY 10038, USA",New York,10038,New York County,New York,Madison St,40.7120703,-73.9983258
189,Real Broker NY LLC,House for sale,1449999,3,2,2184,"21-89 47th St, Astoria, NY 11105, USA",New York,11105,Queens County,Astoria,47th St,40.7697773,-73.9014478
190,Serhant,Townhouse for sale,14900000,5,5,2184,"45 W 70th St, New York, NY 10023, USA",New York,10023,New York County,New York,70th St,40.7758194,-73.9785263
191,Flateau Realty Corp,Coming Soon,1695000,5,2,2250,"871 Putnam Ave, Brooklyn, NY 11221, USA",New York,11221,Kings County,Brooklyn,Putnam Ave,40.686947,-73.9261885
192,EXP Realty,House for sale,2499000,5,2,4100,"152 Whitson St, Forest Hills, NY 11375, USA",New York,11375,Queens County,Forest Hills,Whitson St,40.7107701,-73.8406935
193,Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,1970000,4,4,2508,"59 Duffield St, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Duffield St,40.6965326,-73.9839654
194,COMPASS,Co-op for sale,1895000,2,2,2184,"905 Union St Apartment 1, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,Union St,40.673976,-73.973535
195,DiTommaso Real Estate,House for sale,689000,3,2,1248,"46 Kirshon Ave, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Kirshon Ave,40.6137764,-74.1600305
196,Martino Realty Group,House for sale,649999,3,2,1440,"219 Slater Blvd, Staten Island, NY 10305, USA",New York,10305,Richmond County,Staten Island,Slater Blvd,40.5803331,-74.0885167
197,EXP Realty,House for sale,669000,3,2,864,"74 Holly St, Staten Island, NY 10304, USA",New York,10304,Richmond County,Staten Island,Holly St,40.5993523,-74.0953882
198,Corcoran Westside Columbus,House for sale,800000,3,2,825,"1485 E 53rd St, Brooklyn, NY 11234, USA",New York,11234,Kings County,Brooklyn,53rd St,40.6222734,-73.924094
199,COMPASS,Co-op for sale,2375000,1,2,2184,"10 Bleecker St #5b, New York, NY 10012, USA",New York,10012,New York County,New York,Bleecker St,40.7252187,-73.9929764
200,Corcoran West Side Gallery,For sale,2400000,6,6,6688,"726 Nostrand Ave., Brooklyn, NY 11216, USA",New York,11216,Kings County,Brooklyn,Nostrand Ave,40.6738566,-73.9506085
201,eXp Realty BKNY,House for sale,390000,2,1,586,"231 Freeborn St, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,Freeborn St,40.574103,-74.0931668
202,COMPASS,Condo for sale,2250000,1,1,2184,"302 W 12th St APT 7A, New York, NY 10014, USA",New York,10014,New York County,New York,12th St,40.737308,-74.0046666
203,RE MAX Edge,House for sale,1450000,4,2,2700,"308 Poillon Ave, Staten Island, NY 10312, USA",New York,10312,Richmond County,Staten Island,Poillon Ave,40.5273093,-74.1753435
204,ROCKAWAY PROPERTIES,Condo for sale,725000,2,2,792,"627 Wilson Ave #3, Brooklyn, NY 11207, USA",New York,11207,Kings County,Brooklyn,Wilson Ave,40.6898164,-73.9062474
205,Sotheby's International Realty - Downtown Manhattan,Co-op for sale,269000,1,1,2184,"4901 Henry Hudson Pkwy W #5f, Bronx, NY 10471, USA",New York,10471,Bronx County,Bronx,Henry Pkwy,40.8968048,-73.9087471
206,COMPASS,Co-op for sale,695000,2,2,2184,"575 Park Ave # 1101, New York, NY 10065, USA",New York,10065,New York County,New York,Park Ave,40.7651716,-73.9678719
207,Winzone Realty Inc,House for sale,1300000,3,2,2184,"246 Newman Ave, Bronx, NY 10473, USA",New York,10473,Bronx County,Bronx,Newman Ave,40.8109146,-73.853921
208,Ilite Realty Inc,Co-op for sale,459000,3,2,1250,"2475 W 16th St #19h, Brooklyn, NY 11214, USA",New York,11214,Kings County,Brooklyn,16th St,40.5866482,-73.9845156
209,"Robert DeFalco Realty, Inc.",House for sale,689999,3,2,1008,"596 College Ave, Staten Island, NY 10302, USA",New York,10302,Richmond County,Staten Island,College Ave,40.621814,-74.1406264
210,Winzone Realty Inc,Co-op for sale,425000,3,2,1405,"58-03 Calloway St, Corona, NY 11368, USA",New York,11368,Queens County,Corona,Calloway St,40.7381853,-73.8581248
211,Douglas Elliman - 575 Madison Ave,House for sale,10000000,5,4,6800,"166 E 64th St, New York, NY 10065, USA",New York,10065,New York County,New York,64th St,40.764989,-73.9655331
212,Byson Real Estate Company - Byson Real Estate Company,Co-op for sale,1525000,2,2,2184,"67 Riverside Dr #1c, New York, NY 10024, USA",New York,10024,New York County,New York,Riverside Dr,40.784623,-73.9826586
213,Brp Associates Inc,Multi-family home for sale,1499000,9,6,3519,"2619 Shore Pkwy, Brooklyn, NY 11223, USA",New York,11223,Kings County,Brooklyn,Shore Pkwy,40.583514,-73.9738903
214,COMPASS,Co-op for sale,695000,2,2,2184,"575 Park Ave # 1101, New York, NY 10065, USA",New York,10065,New York County,New York,Park Ave,40.7651716,-73.9678719
215,Winzone Realty Inc,House for sale,1300000,3,2,2184,"246 Newman Ave, Bronx, NY 10473, USA",New York,10473,Bronx County,Bronx,Newman Ave,40.8109146,-73.853921
216,Sotheby's International Realty - Downtown Manhattan,Co-op for sale,269000,1,1,2184,"4901 Henry Hudson Pkwy W #5f, Bronx, NY 10471, USA",New York,10471,Bronx County,Bronx,Henry Pkwy,40.8968048,-73.9087471
217,Winzone Realty Inc,Co-op for sale,425000,3,2,1405,"58-03 Calloway St, Corona, NY 11368, USA",New York,11368,Queens County,Corona,Calloway St,40.7381853,-73.8581248
218,Brp Associates Inc,Multi-family home for sale,1499000,9,6,3519,"2619 Shore Pkwy, Brooklyn, NY 11223, USA",New York,11223,Kings County,Brooklyn,Shore Pkwy,40.583514,-73.9738903
219,"Robert DeFalco Realty, Inc.",House for sale,519000,3,2,1480,"62 Simmons Ln, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Simmons Ln,40.5939378,-74.1843153
220,Queens Quality Management,Co-op for sale,358000,2,1,2184,"212- 79 16th Ave #183, Bayside, NY 11360, USA",New York,11360,Queens County,Bayside,79 Ave,40.7855174,-73.7797613
221,COMPASS,Co-op for sale,975000,3,1,2184,"360 W 22nd St #9j, New York, NY 10011, USA",New York,10011,New York County,New York,22nd St,40.7455051,-74.0016003
222,CHRISTIE'S INT.REAL ESTATE GROUP,Townhouse for sale,29200000,12,10,11638,"123 E 35th St, New York, NY 10016, USA",New York,10016,New York County,New York,35th St,40.747472,-73.9796788
223,Pride Estates,Co-op for sale,498000,2,1,975,"138 71st St Apt E10, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,71st St,40.6351164,-74.0311609
224,Laffey Real Estate,Co-op for sale,385000,1,2,900,"1805 215th St Apt 4n, Bayside, NY 11360, USA",New York,11360,Queens County,Bayside,215th St,40.7839299,-73.77643
225,Progress Realty Inc.,Multi-family home for sale,999000,6,2,3144,"851 Van Nest Ave, Bronx, NY 10462, USA",New York,10462,Bronx County,Bronx,Van Ave,40.8451067,-73.8601577
226,COMPASS,Co-op for sale,399000,1,1,2184,"34-41 85th St #3a, Flushing, NY 11372, USA",New York,11372,Queens County,Jackson Heights,85th St,40.7531191,-73.8818757
227,Staten Island Premiere Properties,Contingent,599000,4,4,2800,"77 Harbour Ct, Staten Island, NY 10308, USA",New York,10308,Richmond County,Staten Island,Harbour Ct,40.5387352,-74.1423893
228,Staten Island Premiere Properties,House for sale,829888,4,2,1800,"70 Savo Loop, Staten Island, NY 10309, USA",New York,10309,Richmond County,Staten Island,Savo Loop,40.521278,-74.2230351
229,"Dynasty Real Estate, Inc.",Townhouse for sale,699998,3,2,1548,"159 Freedom Ave, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Freedom Ave,40.5953144,-74.1628286
230,Daniel Gale Sotheby's International Realty,Co-op for sale,1088000,5,2,2184,"20 Continental Ave #5f, Flushing, NY 11375, USA",New York,11375,Queens County,Forest Hills,Continental Ave,40.7186003,-73.8453488
231,WW Realty Group Inc,House for sale,999000,6,2,1280,"3426 Boller Ave, Bronx, NY 10475, USA",New York,10475,Bronx County,Bronx,Boller Ave,40.8808173,-73.8350832
232,New York Realty Minimax,Multi-family home for sale,1188888,15,9,2184,"677 Grandview Ave, Queens, NY 11385, USA",New York,11385,Queens County,Ridgewood,Grandview Ave,40.7075546,-73.9036964
233,NextHome Residential,Co-op for sale,265000,1,1,700,"2345 Bell Blvd Apt 5f, Bayside, NY 11360, USA",New York,11360,Queens County,Bayside,Bell Blvd,40.7824499,-73.7765099
234,"MAXIMILLION REALTY, INC.",Co-op for sale,288000,1,1,845,"3901 Nostrand Ave. #4c, Brooklyn, NY 11235, USA",New York,11235,Kings County,Brooklyn,Nostrand Ave,40.5894827,-73.9395372
235,COMPASS,Co-op for sale,999995,3,2,1750,"205 E 63rd St #11e, New York, NY 10065, USA",New York,10065,New York County,New York,63rd St,40.7640501,-73.964336
236,Corcoran East Side,Co-op for sale,1495000,2,2,1350,"200 E 74th St #6b, New York, NY 10021, USA",New York,10021,New York County,New York,74th St,40.7708195,-73.9595235
237,Corcoran Park Avenue South,Co-op for sale,925000,1,1,1000,"235 E 73rd St #4b, New York, NY 10021, USA",New York,10021,New York County,New York,73rd St,40.7699425,-73.9583558
238,Realty Connect USA LLC,Co-op for sale,349000,2,1,2184,"84-70 129th St #5u, Jamaica, NY 11415, USA",New York,11415,Queens County,Kew Gardens,129th St,40.7050355,-73.8241699
239,AI Realty Brokerage LLC,Condo for sale,2000000,4,4,3000,"444 E 57th St #2d, New York, NY 10022, USA",New York,10022,New York County,New York,57th St,40.7573479,-73.9614914
240,Century 21 Realty First,Condo for sale,839000,3,2,1376,"8895 26th Ave #5a, Brooklyn, NY 11214, USA",New York,11214,Kings County,Brooklyn,26th Ave,40.5905451,-73.9910402
241,Platinum Properties of Long Island,Co-op for sale,329000,1,1,820,"11139 76th Rd Apt E6, Forest Hills, NY 11375, USA",New York,11375,Queens County,Forest Hills,76th Rd,40.7157399,-73.83672
242,Keller Williams Hudson Valley,Multi-family home for sale,899000,6,3,3683,"948 E 217th St, Bronx, NY 10469, USA",New York,10469,Bronx County,Bronx,217th St,40.8796143,-73.856153
243,Citadel Circle Realty,House for sale,615000,3,2,2184,"534 Powell St, Brooklyn, NY 11212, USA",New York,11212,Kings County,Brooklyn,Powell St,40.6610456,-73.9019953
244,Sotheby's International Realty - Downtown Manhattan,Condo for sale,800000,2,2,1257,"309 E 108th St #5f, New York, NY 10029, USA",New York,10029,New York County,New York,108th St,40.7917785,-73.9406204
245,Coldwell Banker Advantage,Condo for sale,430000,2,2,1248,"527 Willow Rd E #2, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Willow Rd,40.6123868,-74.1511288
246,Jessica Viola,Contingent,499000,3,2,1288,"625 Goethals Rd N, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Goethals Rd,40.6166867,-74.1576647
247,Keller Williams Realty Liberty,Co-op for sale,439500,3,2,1400,"83-80 118th St #3a, Queens, NY 11415, USA",New York,11415,Queens County,Kew Gardens,118th St,40.7047878,-73.8344551
248,Prime Properties Long Island,Co-op for sale,299000,1,1,2184,"118-18 Union Tpke #17g, Kew Gardens, NY 11415, USA",New York,11415,Queens County,Kew Gardens,Union Tpke,40.7123992,-73.8339305
249,"Robert DeFalco Realty, Inc.",House for sale,2580000,8,2,6493,"60 Lyman Pl, Staten Island, NY 10304, USA",New York,10304,Richmond County,Staten Island,Lyman Pl,40.6050685,-74.0969483
250,RE MAX Distinguished Homes & Properties,Condo for sale,200000,1,1,613,"1700 Metropolitan Ave, Bronx, NY 10462, USA",New York,10462,Bronx County,Bronx,Metropolitan Ave,40.840459,-73.8542045
251,Oxford Property Group,Co-op for sale,425000,3,1,2184,"504 W 135th St #1b, New York, NY 10031, USA",New York,10031,New York County,New York,135th St,40.8189893,-73.953108
